Type,Budget Amount,Fund,Department,Program,Account Type,Account,Budget Year
EXPENSE,10280,Public Utilities Fund,PU Re-use Operations,Supervision-Pub Util,Salaries and Wages,Longevity,2012
EXPENSE,5000,Public Utilities Fund,PU Re-use Operations,Sludge Disp-Pub Util,Capital Equipment,Farm Equip,2012
EXPENSE,13000,Public Utilities Fund,PU Re-use Operations,DEB Wrenn Rd Spray Irrigation,Capital Equipment,Farm Equip,2012
EXPENSE,42192,Public Utilities Fund,PU Re-use Operations,Sludge Disp-Pub Util,Employee Benefits,Retirement,2012
EXPENSE,11812,Public Utilities Fund,PU Re-use Operations,DEB Wrenn Rd Spray Irrigation,Employee Benefits,Retirement,2012
EXPENSE,12043,Public Utilities Fund,PU Re-use Operations,Pretreatment Program-Pud,Employee Benefits,Retirement,2012
EXPENSE,17568,Public Utilities Fund,PU Re-use Operations,Supervision-Pub Util,Employee Benefits,Retirement,2012
EXPENSE,15000,Public Utilities Fund,PU Re-use Operations,Supervision-Pub Util,Miscellaneous,Advertising,2012
EXPENSE,3072,Public Utilities Fund,PU Re-use Operations,Sludge Disp-Pub Util,Salaries and Wages,Holiday Pay,2012
EXPENSE,1024,Public Utilities Fund,PU Re-use Operations,DEB Wrenn Rd Spray Irrigation,Salaries and Wages,Holiday Pay,2012
EXPENSE,602899,Public Utilities Fund,PU Re-use Operations,Sludge Disp-Pub Util,Salaries and Wages,Salaries-Ft,2012
EXPENSE,166898,Public Utilities Fund,PU Re-use Operations,DEB Wrenn Rd Spray Irrigation,Salaries and Wages,Salaries-Ft,2012
EXPENSE,171726,Public Utilities Fund,PU Re-use Operations,Pretreatment Program-Pud,Salaries and Wages,Salaries-Ft,2012
EXPENSE,244758,Public Utilities Fund,PU Re-use Operations,Supervision-Pub Util,Salaries and Wages,Salaries-Ft,2012
EXPENSE,682,Public Utilities Fund,PU Re-use Operations,Sludge Disp-Pub Util,Employee Benefits,Medicare Temp,2012
EXPENSE,185,Public Utilities Fund,PU Re-use Operations,DEB Wrenn Rd Spray Irrigation,Employee Benefits,Medicare Temp,2012
EXPENSE,45,Public Utilities Fund,PU Re-use Operations,Pretreatment Program-Pud,Employee Benefits,Medicare Temp,2012
EXPENSE,8747,Public Utilities Fund,PU Re-use Operations,Supervision-Pub Util,Direct Expenses,Wan Data Line,2012
EXPENSE,11204,Public Utilities Fund,PU Re-use Operations,Supervision-Pub Util,Direct Expenses,Computer Lease,2012
EXPENSE,1500,Public Utilities Fund,PU Re-use Operations,Pretreatment Program-Pud,Capital Equipment,Lab&Test Equip,2012
EXPENSE,4426,Public Utilities Fund,PU Re-use Operations,Sludge Disp-Pub Util,Salaries and Wages,Merit Increase,2012
EXPENSE,1361,Public Utilities Fund,PU Re-use Operations,DEB Wrenn Rd Spray Irrigation,Salaries and Wages,Merit Increase,2012
EXPENSE,507,Public Utilities Fund,PU Re-use Operations,Pretreatment Program-Pud,Salaries and Wages,Merit Increase,2012
EXPENSE,304,Public Utilities Fund,PU Re-use Operations,Supervision-Pub Util,Salaries and Wages,Merit Increase,2012
EXPENSE,1400,Public Utilities Fund,PU Re-use Operations,Sludge Disp-Pub Util,Direct Expenses,Print Copy-Rmb,2012
EXPENSE,2000,Public Utilities Fund,PU Re-use Operations,DEB Wrenn Rd Spray Irrigation,Direct Expenses,Print Copy-Rmb,2012
EXPENSE,3000,Public Utilities Fund,PU Re-use Operations,Supervision-Pub Util,Direct Expenses,Print Copy-Rmb,2012
EXPENSE,27,Public Utilities Fund,PU Re-use Operations,Sludge Disp-Pub Util,Salaries and Wages,Range Increase,2012
EXPENSE,8,Public Utilities Fund,PU Re-use Operations,DEB Wrenn Rd Spray Irrigation,Salaries and Wages,Range Increase,2012
EXPENSE,8,Public Utilities Fund,PU Re-use Operations,Pretreatment Program-Pud,Salaries and Wages,Range Increase,2012
EXPENSE,3,Public Utilities Fund,PU Re-use Operations,Supervision-Pub Util,Salaries and Wages,Range Increase,2012
EXPENSE,-5487,Public Utilities Fund,PU Re-use Operations,Sludge Disp-Pub Util,Employee Benefits,457 Plan Offset,2012
EXPENSE,-1349,Public Utilities Fund,PU Re-use Operations,DEB Wrenn Rd Spray Irrigation,Employee Benefits,457 Plan Offset,2012
EXPENSE,-1733,Public Utilities Fund,PU Re-use Operations,Pretreatment Program-Pud,Employee Benefits,457 Plan Offset,2012
EXPENSE,-2528,Public Utilities Fund,PU Re-use Operations,Supervision-Pub Util,Employee Benefits,457 Plan Offset,2012
EXPENSE,-4426,Public Utilities Fund,PU Re-use Operations,Sludge Disp-Pub Util,Salaries and Wages,Earnings Offset,2012
EXPENSE,-1361,Public Utilities Fund,PU Re-use Operations,DEB Wrenn Rd Spray Irrigation,Salaries and Wages,Earnings Offset,2012
EXPENSE,-507,Public Utilities Fund,PU Re-use Operations,Pretreatment Program-Pud,Salaries and Wages,Earnings Offset,2012
EXPENSE,-304,Public Utilities Fund,PU Re-use Operations,Supervision-Pub Util,Salaries and Wages,Earnings Offset,2012
EXPENSE,2000,Public Utilities Fund,PU Re-use Operations,Supervision-Pub Util,Direct Expenses,Office Supplies,2012
EXPENSE,2476,Public Utilities Fund,PU Re-use Operations,Sludge Disp-Pub Util,Employee Benefits,Retirement Temp,2012
EXPENSE,349,Public Utilities Fund,PU Re-use Operations,DEB Wrenn Rd Spray Irrigation,Employee Benefits,Retirement Temp,2012
EXPENSE,190,Public Utilities Fund,PU Re-use Operations,Pretreatment Program-Pud,Employee Benefits,Retirement Temp,2012
EXPENSE,2500,Public Utilities Fund,PU Re-use Operations,Sludge Disp-Pub Util,Direct Expenses,Small Equipment,2012
EXPENSE,40000,Public Utilities Fund,PU Re-use Operations,Pretreatment Program-Pud,Direct Expenses,Small Equipment,2012
EXPENSE,15500,Public Utilities Fund,PU Re-use Operations,Supervision-Pub Util,Direct Expenses,Small Equipment,2012
EXPENSE,38022,Public Utilities Fund,PU Re-use Operations,Sludge Disp-Pub Util,Employee Benefits,Social Security,2012
EXPENSE,10644,Public Utilities Fund,PU Re-use Operations,DEB Wrenn Rd Spray Irrigation,Employee Benefits,Social Security,2012
EXPENSE,10853,Public Utilities Fund,PU Re-use Operations,Pretreatment Program-Pud,Employee Benefits,Social Security,2012
EXPENSE,15831,Public Utilities Fund,PU Re-use Operations,Supervision-Pub Util,Employee Benefits,Social Security,2012
EXPENSE,6576,Public Utilities Fund,PU Re-use Operations,Sludge Disp-Pub Util,Employee Benefits,Dental Insurance,2012
EXPENSE,1911,Public Utilities Fund,PU Re-use Operations,DEB Wrenn Rd Spray Irrigation,Employee Benefits,Dental Insurance,2012
EXPENSE,1500,Public Utilities Fund,PU Re-use Operations,Pretreatment Program-Pud,Employee Benefits,Dental Insurance,2012
EXPENSE,1586,Public Utilities Fund,PU Re-use Operations,Supervision-Pub Util,Employee Benefits,Dental Insurance,2012
EXPENSE,18000,Public Utilities Fund,PU Re-use Operations,Supervision-Pub Util,Direct Expenses,Electric Service,2012
EXPENSE,98574,Public Utilities Fund,PU Re-use Operations,Sludge Disp-Pub Util,Employee Benefits,Health Insurance,2012
EXPENSE,33826,Public Utilities Fund,PU Re-use Operations,DEB Wrenn Rd Spray Irrigation,Employee Benefits,Health Insurance,2012
EXPENSE,22678,Public Utilities Fund,PU Re-use Operations,Pretreatment Program-Pud,Employee Benefits,Health Insurance,2012
EXPENSE,29250,Public Utilities Fund,PU Re-use Operations,Supervision-Pub Util,Employee Benefits,Health Insurance,2012
EXPENSE,26500,Public Utilities Fund,PU Re-use Operations,Sludge Disp-Pub Util,Miscellaneous,Landfill Charges,2012
EXPENSE,2000,Public Utilities Fund,PU Re-use Operations,DEB Wrenn Rd Spray Irrigation,Miscellaneous,Landfill Charges,2012
EXPENSE,2000,Public Utilities Fund,PU Re-use Operations,Sludge Disp-Pub Util,Direct Expenses,Rental-Equipment,2012
EXPENSE,2000,Public Utilities Fund,PU Re-use Operations,DEB Wrenn Rd Spray Irrigation,Direct Expenses,Rental-Equipment,2012
EXPENSE,552,Public Utilities Fund,PU Re-use Operations,Sludge Disp-Pub Util,Employee Benefits,Group Life Ad & Di,2012
EXPENSE,155,Public Utilities Fund,PU Re-use Operations,DEB Wrenn Rd Spray Irrigation,Employee Benefits,Group Life Ad & Di,2012
EXPENSE,158,Public Utilities Fund,PU Re-use Operations,Pretreatment Program-Pud,Employee Benefits,Group Life Ad & Di,2012
EXPENSE,230,Public Utilities Fund,PU Re-use Operations,Supervision-Pub Util,Employee Benefits,Group Life Ad & Di,2012
EXPENSE,5000,Public Utilities Fund,PU Re-use Operations,Sludge Disp-Pub Util,Capital Equipment,Shop Tools & Equip,2012
EXPENSE,2500,Public Utilities Fund,PU Re-use Operations,DEB Wrenn Rd Spray Irrigation,Capital Equipment,Shop Tools & Equip,2012
EXPENSE,12000,Public Utilities Fund,PU Re-use Operations,Sludge Disp-Pub Util,Direct Expenses,Repairs-Other Equip,2012
EXPENSE,500,Public Utilities Fund,PU Re-use Operations,Sludge Disp-Pub Util,Direct Expenses,Pest Control Service,2012
EXPENSE,70000,Public Utilities Fund,PU Re-use Operations,Pretreatment Program-Pud,Direct Expenses,Contractual Svcs-Other,2012
EXPENSE,112804,Public Utilities Fund,PU Re-use Operations,Sludge Disp-Pub Util,Direct Expenses,Equipment Usage Charge,2012
EXPENSE,23047,Public Utilities Fund,PU Re-use Operations,DEB Wrenn Rd Spray Irrigation,Direct Expenses,Equipment Usage Charge,2012
EXPENSE,6634,Public Utilities Fund,PU Re-use Operations,Supervision-Pub Util,Direct Expenses,Equipment Usage Charge,2012
EXPENSE,5000,Public Utilities Fund,PU Re-use Operations,Sludge Disp-Pub Util,Direct Expenses,Repairs-Bldg/Structure,2012
EXPENSE,12500,Public Utilities Fund,PU Re-use Operations,Sludge Disp-Pub Util,Capital Equipment,Capital Equipment-Other,2012
EXPENSE,2046000,Public Utilities Fund,PU Re-use Operations,Sludge Disp-Pub Util,Direct Expenses,Service Contracts-Other,2012
EXPENSE,55000,Public Utilities Fund,PU Re-use Operations,DEB Wrenn Rd Spray Irrigation,Direct Expenses,Service Contracts-Other,2012
EXPENSE,99000,Public Utilities Fund,PU Re-use Operations,Supervision-Pub Util,Direct Expenses,Service Contracts-Other,2012
EXPENSE,16627,Public Utilities Fund,PU Re-use Operations,Sludge Disp-Pub Util,Employee Benefits,Supplemental Retirement,2012
EXPENSE,4087,Public Utilities Fund,PU Re-use Operations,DEB Wrenn Rd Spray Irrigation,Employee Benefits,Supplemental Retirement,2012
EXPENSE,5252,Public Utilities Fund,PU Re-use Operations,Pretreatment Program-Pud,Employee Benefits,Supplemental Retirement,2012
EXPENSE,7660,Public Utilities Fund,PU Re-use Operations,Supervision-Pub Util,Employee Benefits,Supplemental Retirement,2012
EXPENSE,8000,Public Utilities Fund,PU Re-use Operations,Supervision-Pub Util,Miscellaneous,Training & Travel & Reg,2012
EXPENSE,5000,Public Utilities Fund,PU Re-use Operations,Sludge Disp-Pub Util,Direct Expenses,Vehicle Repair Supplies,2012
EXPENSE,104420,Public Utilities Fund,PU Re-use Operations,Sludge Disp-Pub Util,Direct Expenses,Motor Fuels & Lubricants,2012
EXPENSE,15803,Public Utilities Fund,PU Re-use Operations,DEB Wrenn Rd Spray Irrigation,Direct Expenses,Motor Fuels & Lubricants,2012
EXPENSE,5882,Public Utilities Fund,PU Re-use Operations,Pretreatment Program-Pud,Direct Expenses,Motor Fuels & Lubricants,2012
EXPENSE,9572,Public Utilities Fund,PU Re-use Operations,Supervision-Pub Util,Direct Expenses,Motor Fuels & Lubricants,2012
EXPENSE,36864,Public Utilities Fund,PU Re-use Operations,Sludge Disp-Pub Util,Salaries and Wages,Salaries-Ot For Ft Staff,2012
EXPENSE,4608,Public Utilities Fund,PU Re-use Operations,DEB Wrenn Rd Spray Irrigation,Salaries and Wages,Salaries-Ot For Ft Staff,2012
EXPENSE,3072,Public Utilities Fund,PU Re-use Operations,Pretreatment Program-Pud,Salaries and Wages,Salaries-Ot For Ft Staff,2012
EXPENSE,7100,Public Utilities Fund,PU Re-use Operations,Sludge Disp-Pub Util,Salaries and Wages,Salaries-Pt Temp/Seasonal,2012
EXPENSE,7100,Public Utilities Fund,PU Re-use Operations,DEB Wrenn Rd Spray Irrigation,Salaries and Wages,Salaries-Pt Temp/Seasonal,2012
EXPENSE,224000,Public Utilities Fund,PU Re-use Operations,Sludge Disp-Pub Util,Direct Expenses,Vehicle Maint & Operation,2012
EXPENSE,26000,Public Utilities Fund,PU Re-use Operations,DEB Wrenn Rd Spray Irrigation,Direct Expenses,Vehicle Maint & Operation,2012
EXPENSE,6000,Public Utilities Fund,PU Re-use Operations,Pretreatment Program-Pud,Direct Expenses,Vehicle Maint & Operation,2012
EXPENSE,5000,Public Utilities Fund,PU Re-use Operations,Supervision-Pub Util,Direct Expenses,Vehicle Maint & Operation,2012
EXPENSE,-25928,Public Utilities Fund,PU Re-use Operations,Sludge Disp-Pub Util,Employee Benefits,Health Insurance Increment,2012
EXPENSE,-8897,Public Utilities Fund,PU Re-use Operations,DEB Wrenn Rd Spray Irrigation,Employee Benefits,Health Insurance Increment,2012
EXPENSE,-5965,Public Utilities Fund,PU Re-use Operations,Pretreatment Program-Pud,Employee Benefits,Health Insurance Increment,2012
EXPENSE,-7694,Public Utilities Fund,PU Re-use Operations,Supervision-Pub Util,Employee Benefits,Health Insurance Increment,2012
EXPENSE,2000,Public Utilities Fund,PU Re-use Operations,Supervision-Pub Util,Miscellaneous,Professional Certification,2012
EXPENSE,8000,Public Utilities Fund,PU Re-use Operations,Supervision-Pub Util,Miscellaneous,Licenses/Dues & Publications,2012
EXPENSE,175400,Public Utilities Fund,PU Re-use Operations,Sludge Disp-Pub Util,Direct Expenses,Operational & Maint Supplies,2012
EXPENSE,59250,Public Utilities Fund,PU Re-use Operations,DEB Wrenn Rd Spray Irrigation,Direct Expenses,Operational & Maint Supplies,2012
EXPENSE,10000,Public Utilities Fund,PU Re-use Operations,Pretreatment Program-Pud,Direct Expenses,Operational & Maint Supplies,2012
EXPENSE,7500,Public Utilities Fund,PU Re-use Operations,Supervision-Pub Util,Direct Expenses,Operational & Maint Supplies,2012
EXPENSE,9689,Public Utilities Fund,PU Sewer Maintenance,Supervision-Pub Util,Employee Benefits,Medicare,2012
EXPENSE,9245,Public Utilities Fund,PU Sewer Maintenance,Utilities Const Mgmt,Employee Benefits,Medicare,2012
EXPENSE,10681,Public Utilities Fund,PU Sewer Maintenance,Utilities Repair Program,Employee Benefits,Medicare,2012
EXPENSE,5117,Public Utilities Fund,PU Sewer Maintenance,Utilities Maint/Repair,Employee Benefits,Medicare,2012
EXPENSE,18069,Public Utilities Fund,PU Sewer Maintenance,Utilities Cleaning/Maint,Employee Benefits,Medicare,2012
EXPENSE,7096,Public Utilities Fund,PU Sewer Maintenance,Utilities Insp & Rehab,Employee Benefits,Medicare,2012
EXPENSE,5000,Public Utilities Fund,PU Sewer Maintenance,Utilities Const Mgmt,Direct Expenses,Chemicals,2012
EXPENSE,1016,Public Utilities Fund,PU Sewer Maintenance,Supervision-Pub Util,Employee Benefits,FICA Temp,2012
EXPENSE,4175,Public Utilities Fund,PU Sewer Maintenance,Utilities Const Mgmt,Employee Benefits,FICA Temp,2012
EXPENSE,2952,Public Utilities Fund,PU Sewer Maintenance,Utilities Repair Program,Employee Benefits,FICA Temp,2012
EXPENSE,2948,Public Utilities Fund,PU Sewer Maintenance,Utilities Maint/Repair,Employee Benefits,FICA Temp,2012
EXPENSE,14374,Public Utilities Fund,PU Sewer Maintenance,Utilities Cleaning/Maint,Employee Benefits,FICA Temp,2012
EXPENSE,3924,Public Utilities Fund,PU Sewer Maintenance,Utilities Insp & Rehab,Employee Benefits,FICA Temp,2012
EXPENSE,14504,Public Utilities Fund,PU Sewer Maintenance,Supervision-Pub Util,Salaries and Wages,Longevity,2012
EXPENSE,9305,Public Utilities Fund,PU Sewer Maintenance,Utilities Const Mgmt,Salaries and Wages,Longevity,2012
EXPENSE,2446,Public Utilities Fund,PU Sewer Maintenance,Utilities Repair Program,Salaries and Wages,Longevity,2012
EXPENSE,3049,Public Utilities Fund,PU Sewer Maintenance,Utilities Maint/Repair,Salaries and Wages,Longevity,2012
EXPENSE,6513,Public Utilities Fund,PU Sewer Maintenance,Utilities Cleaning/Maint,Salaries and Wages,Longevity,2012
EXPENSE,3594,Public Utilities Fund,PU Sewer Maintenance,Utilities Insp & Rehab,Salaries and Wages,Longevity,2012
EXPENSE,46154,Public Utilities Fund,PU Sewer Maintenance,Supervision-Pub Util,Employee Benefits,Retirement,2012
EXPENSE,43868,Public Utilities Fund,PU Sewer Maintenance,Utilities Const Mgmt,Employee Benefits,Retirement,2012
EXPENSE,50679,Public Utilities Fund,PU Sewer Maintenance,Utilities Repair Program,Employee Benefits,Retirement,2012
EXPENSE,24279,Public Utilities Fund,PU Sewer Maintenance,Utilities Maint/Repair,Employee Benefits,Retirement,2012
EXPENSE,85735,Public Utilities Fund,PU Sewer Maintenance,Utilities Cleaning/Maint,Employee Benefits,Retirement,2012
EXPENSE,33920,Public Utilities Fund,PU Sewer Maintenance,Utilities Insp & Rehab,Employee Benefits,Retirement,2012
EXPENSE,1024,Public Utilities Fund,PU Sewer Maintenance,Supervision-Pub Util,Salaries and Wages,Holiday Pay,2012
EXPENSE,1024,Public Utilities Fund,PU Sewer Maintenance,Utilities Const Mgmt,Salaries and Wages,Holiday Pay,2012
EXPENSE,1536,Public Utilities Fund,PU Sewer Maintenance,Utilities Repair Program,Salaries and Wages,Holiday Pay,2012
EXPENSE,2703,Public Utilities Fund,PU Sewer Maintenance,Utilities Maint/Repair,Salaries and Wages,Holiday Pay,2012
EXPENSE,3072,Public Utilities Fund,PU Sewer Maintenance,Utilities Cleaning/Maint,Salaries and Wages,Holiday Pay,2012
EXPENSE,3891,Public Utilities Fund,PU Sewer Maintenance,Utilities Insp & Rehab,Salaries and Wages,Holiday Pay,2012
EXPENSE,649357,Public Utilities Fund,PU Sewer Maintenance,Supervision-Pub Util,Salaries and Wages,Salaries-Ft,2012
EXPENSE,623994,Public Utilities Fund,PU Sewer Maintenance,Utilities Const Mgmt,Salaries and Wages,Salaries-Ft,2012
EXPENSE,727712,Public Utilities Fund,PU Sewer Maintenance,Utilities Repair Program,Salaries and Wages,Salaries-Ft,2012
EXPENSE,345983,Public Utilities Fund,PU Sewer Maintenance,Utilities Maint/Repair,Salaries and Wages,Salaries-Ft,2012
EXPENSE,1229281,Public Utilities Fund,PU Sewer Maintenance,Utilities Cleaning/Maint,Salaries and Wages,Salaries-Ft,2012
EXPENSE,482583,Public Utilities Fund,PU Sewer Maintenance,Utilities Insp & Rehab,Salaries and Wages,Salaries-Ft,2012
EXPENSE,238,Public Utilities Fund,PU Sewer Maintenance,Supervision-Pub Util,Employee Benefits,Medicare Temp,2012
EXPENSE,976,Public Utilities Fund,PU Sewer Maintenance,Utilities Const Mgmt,Employee Benefits,Medicare Temp,2012
EXPENSE,690,Public Utilities Fund,PU Sewer Maintenance,Utilities Repair Program,Employee Benefits,Medicare Temp,2012
EXPENSE,690,Public Utilities Fund,PU Sewer Maintenance,Utilities Maint/Repair,Employee Benefits,Medicare Temp,2012
EXPENSE,3362,Public Utilities Fund,PU Sewer Maintenance,Utilities Cleaning/Maint,Employee Benefits,Medicare Temp,2012
EXPENSE,918,Public Utilities Fund,PU Sewer Maintenance,Utilities Insp & Rehab,Employee Benefits,Medicare Temp,2012
EXPENSE,28974,Public Utilities Fund,PU Sewer Maintenance,Supervision-Pub Util,Direct Expenses,Computer Lease,2012
EXPENSE,4335,Public Utilities Fund,PU Sewer Maintenance,Supervision-Pub Util,Salaries and Wages,Merit Increase,2012
EXPENSE,4288,Public Utilities Fund,PU Sewer Maintenance,Utilities Const Mgmt,Salaries and Wages,Merit Increase,2012
EXPENSE,6416,Public Utilities Fund,PU Sewer Maintenance,Utilities Repair Program,Salaries and Wages,Merit Increase,2012
EXPENSE,3818,Public Utilities Fund,PU Sewer Maintenance,Utilities Maint/Repair,Salaries and Wages,Merit Increase,2012
EXPENSE,10296,Public Utilities Fund,PU Sewer Maintenance,Utilities Cleaning/Maint,Salaries and Wages,Merit Increase,2012
EXPENSE,3154,Public Utilities Fund,PU Sewer Maintenance,Utilities Insp & Rehab,Salaries and Wages,Merit Increase,2012
EXPENSE,2000,Public Utilities Fund,PU Sewer Maintenance,Supervision-Pub Util,Direct Expenses,Print Copy-Rmb,2012
